Symbol;Name;Last Sale;Net Change;% Change;Market Cap;Country;IPO Year;Volume;Sector;Industry
COTY;Coty Inc. Class A Common Stock;$10.615;0.145;1385%;8688127135.00;United States;2013;3467647;Consumer Non-Durables;Package Goods/Cosmetics
CPB;Campbell Soup Company Common Stock;$41.305;-0.105;-0.254%;12478589362.00;United States;;489930;Consumer Non-Durables;Packaged Foods
CROX;Crocs Inc. Common Stock;$177.70;3.52;2021%;10457180848.00;United States;2006;377219;Consumer Non-Durables;Shoe Manufacturing
CTHR;Charles & Colvard Ltd Common Stock;$3.335;-0.075;-2199%;101433865.00;United States;1997;52496;Consumer Non-Durables;Consumer Specialties
CVR;Chicago Rivet & Machine Co. Common Stock;$27.04;0.06;0.222%;26124209.00;United States;;425;Consumer Non-Durables;Industrial Specialties
CYAN;Cyanotech Corporation Common Stock;$3.375;0.115;3528%;20669168.00;United States;;15679;Consumer Non-Durables;Farming/Seeds/Milling
DAR;Darling Ingredients Inc. Common Stock;$78.96;0.79;1011%;12797031092.00;United States;;408770;Consumer Non-Durables;Farming/Seeds/Milling
DBGI;Digital Brands Group Inc. Common Stock;$3.80;-0.19;-4762%;47984447.00;United States;2021;591936;Consumer Non-Durables;Apparel
DBGIW;Digital Brands Group Inc. Warrant;$1.0403;-0.1197;-10319%;0.00;United States;2021;2537;Consumer Non-Durables;Apparel
DECK;Deckers Outdoor Corporation Common Stock;$426.94;4.28;1013%;11718700353.00;United States;1993;161268;Consumer Non-Durables;Shoe Manufacturing
DEO;Diageo plc Common Stock;$204.065;0.615;0.302%;118956791170.00;United Kingdom;;79043;Consumer Non-Durables;Beverages (Production/Distribution)
DIT;AMCON Distributing Company Common Stock;$160.05;-5.96;-3.59%;88246608.00;United States;;376;Consumer Non-Durables;Food Distributors
DLA;Delta Apparel Inc. Common Stock;$26.95;-0.07;-0.259%;187967087.00;United States;;1624;Consumer Non-Durables;Department/Specialty Retail Stores
DNMR;Danimer Scientific Inc. Common Stock;$18.16;0.38;2137%;1774814555.00;;2020;567199;Consumer Non-Durables;Plastic Products
DPZ;Domino's Pizza Inc Common Stock;$504.94;9.79;1977%;18359791089.00;United States;2004;133877;Consumer Non-Durables;Food Distributors
DSWL;Deswell Industries Inc. Common Shares;$4.26;0.05;1188%;67884118.00;Macau;1995;448;Consumer Non-Durables;Plastic Products
DXF;Dunxin Financial Holdings Limited American Depositary Shares;$1.435;-0.265;-15588%;29961633.00;China;;1107245;Consumer Non-Durables;Apparel
EAST;Eastside Distilling Inc. Common Stock;$2.90;0.04;1399%;40852381.00;United States;;122327;Consumer Non-Durables;Beverages (Production/Distribution)
ECL;Ecolab Inc. Common Stock;$233.59;0.21;0.09%;66939257242.00;United States;;242385;Consumer Non-Durables;Package Goods/Cosmetics
EL;Estee Lauder Companies Inc. (The) Common Stock;$342.79;-2.32;-0.672%;123386367189.00;United States;1995;356316;Consumer Non-Durables;Package Goods/Cosmetics
ELF;e.l.f. Beauty Inc. Common Stock;$31.06;0.28;0.91%;1616096402.00;United States;2016;67191;Consumer Non-Durables;Package Goods/Cosmetics
ELY;Callaway Golf Company Common Stock;$29.41;-0.17;-0.575%;5469369848.00;United States;1992;621933;Consumer Non-Durables;Recreational Products/Toys
ENS;EnerSys Common Stock;$82.62;-2.49;-2926%;3513271824.00;United States;2004;170494;Consumer Non-Durables;Telecommunications Equipment
EPC;Edgewell Personal Care Company Common Stock;$43.03;5.02;13207%;2339251637.00;;;298665;Consumer Non-Durables;Package Goods/Cosmetics
ESCA;Escalade Incorporated Common Stock;$18.89;0.11;0.586%;254813481.00;United States;;557;Consumer Non-Durables;Recreational Products/Toys
EVK;Ever-Glory International Group Inc. Common Stock;$3.345;-0.055;-1618%;49541658.00;China;;50888;Consumer Non-Durables;Apparel
EWCZ;European Wax Center Inc. Class A Common Stock;$26.58;-0.25;-0.932%;833819544.00;United States;2021;1081326;Consumer Non-Durables;Package Goods/Cosmetics
EZGO;EZGO Technologies Ltd. Ordinary Shares;$3.01;0.08;2.73%;40341832.00;China;2021;54955;Consumer Non-Durables;Motor Vehicles
FAMI;Farmmi Inc. Ordinary Shares;$0.3223;0.0013;0.405%;6612856.00;China;2018;17873478;Consumer Non-Durables;Packaged Foods
FARM;Farmer Brothers Company Common Stock;$8.67;0.27;3214%;156764299.00;United States;;25635;Consumer Non-Durables;Specialty Foods
FIGS;FIGS Inc. Class A Common Stock;$32.635;-6.345;-16278%;5254062981.00;;2021;5240558;Consumer Non-Durables;Medical Specialities
FIZZ;National Beverage Corp. Common Stock;$61.355;0.805;1329%;5725669829.00;United States;;50597;Consumer Non-Durables;Beverages (Production/Distribution)
FLO;Flowers Foods Inc. Common Stock;$25.325;-0.165;-0.647%;5362673899.00;United States;;359914;Consumer Non-Durables;Farming/Seeds/Milling
FMX;Fomento Economico Mexicano S.A.B. de C.V. Common Stock;$81.49;0.70;0.866%;29158965874.00;Mexico;;161082;Consumer Non-Durables;Beverages (Production/Distribution)
FNKO;Funko Inc. Class A Common Stock;$18.13;-0.02;-0.11%;723928416.00;United States;2017;214675;Consumer Non-Durables;Recreational Products/Toys
FOSL;Fossil Group Inc. Common Stock;$17.4421;36.021;26027%;909500618.00;United States;1993;15547318;Consumer Non-Durables;Consumer Specialties
FOXF;Fox Factory Holding Corp. Common Stock;$184.05;1.76;0.965%;7749238071.00;United States;2013;23634;Consumer Non-Durables;Motor Vehicles
FUV;Arcimoto Inc. Common Stock;$11.94;0.45;3916%;446464444.00;United States;2017;233148;Consumer Non-Durables;Motor Vehicles
GO;Grocery Outlet Holding Corp. Common Stock;$26.06;0.06;0.231%;2499687552.00;United States;2019;633864;Consumer Non-Durables;Specialty Foods
GOLF;Acushnet Holdings Corp. Common Stock;$55.3714;-0.3686;-0.661%;4076982837.00;United States;2016;31489;Consumer Non-Durables;Recreational Products/Toys
GWW;W.W. Grainger Inc. Common Stock;$481.82;0.81;0.168%;24823389046.00;United States;;47019;Consumer Non-Durables;Telecommunications Equipment
HAS;Hasbro Inc. Common Stock;$98.46;0.81;0.829%;13582252365.00;United States;;130136;Consumer Non-Durables;Recreational Products/Toys
HBI;Hanesbrands Inc. Common Stock;$17.955;-0.035;-0.195%;6269967031.00;United States;;640320;Consumer Non-Durables;Apparel
HEAR;Turtle Beach Corporation Common Stock;$28.33;0.57;2053%;455127994.00;United States;;60609;Consumer Non-Durables;Consumer Electronics/Appliances
HFFG;HF Foods Group Inc. Common Stock;$7.77;0.02;0.258%;403367203.00;United States;2017;5862;Consumer Non-Durables;Food Distributors
HIMS;Hims & Hers Health Inc. Class A Common Stock;$7.76;-0.26;-3242%;1577083129.00;;2019;3717388;Consumer Non-Durables;Package Goods/Cosmetics
HNST;The Honest Company Inc. Common Stock;$10.225;1.325;14888%;923034595.00;United States;2021;3675546;Consumer Non-Durables;Department/Specialty Retail Stores
HOG;Harley-Davidson Inc. Common Stock;$37.54;0.38;1023%;5776538976.00;United States;;249063;Consumer Non-Durables;Motor Vehicles
HRL;Hormel Foods Corporation Common Stock;$43.12;-0.38;-0.874%;23395051760.00;United States;;469391;Consumer Non-Durables;Meat/Poultry/Fish
HSY;The Hershey Company Common Stock;$178.45;-1.11;-0.618%;36761365262.00;United States;;121225;Consumer Non-Durables;Specialty Foods
IBA;Industrias Bachoco S.A.B. de C.V. Common Stock;$41.83;0.21;0.505%;2091500000.00;Mexico;1997;1159;Consumer Non-Durables;Meat/Poultry/Fish
IMTE;Integrated Media Technology Limited Ordinary Shares;$5.11;-0.03;-0.584%;47673336.00;Australia;;14779;Consumer Non-Durables;Consumer Electronics/Appliances
INGR;Ingredion Incorporated Common Stock;$100.14;-0.50;-0.497%;6662908230.00;United States;;42170;Consumer Non-Durables;Farming/Seeds/Milling
IPAR;Inter Parfums Inc. Common Stock;$92.79;0.21;0.227%;2937263553.00;United States;;9119;Consumer Non-Durables;Package Goods/Cosmetics
JAKK;JAKKS Pacific Inc. Common Stock;$12.8077;0.3377;2708%;121718425.00;United States;1996;62910;Consumer Non-Durables;Recreational Products/Toys
JBSS;John B. Sanfilippo & Son Inc. Common Stock;$86.81;-0.43;-0.493%;995667816.00;United States;1991;4994;Consumer Non-Durables;Specialty Foods
JJSF;J & J Snack Foods Corp. Common Stock;$154.1746;-0.8354;-0.539%;2939169619.00;United States;1986;21982;Consumer Non-Durables;Specialty Foods
JOAN;JOANN Inc. Common Stock;$11.03;-0.13;-1165%;465023686.00;United States;2021;194315;Consumer Non-Durables;Department/Specialty Retail Stores
JOUT;Johnson Outdoors Inc. Class A Common Stock;$113.29;0.20;0.177%;1147310488.00;United States;;3410;Consumer Non-Durables;Recreational Products/Toys
JVA;Coffee Holding Co. Inc. Common Stock;$4.92;0.35;7659%;28086307.00;United States;2005;1884097;Consumer Non-Durables;Specialty Foods
K;Kellogg Company Common Stock;$63.36;-0.16;-0.252%;21613540798.00;United States;;337949;Consumer Non-Durables;Packaged Foods
KAVL;Kaival Brands Innovations Group Inc. Common Stock;$1.6699;0.0899;5.69%;47305239.00;United States;;1078089;Consumer Non-Durables;Farming/Seeds/Milling
KDP;Keurig Dr Pepper Inc. Common Stock;$35.705;-0.165;-0.46%;50628318714.00;United States;;633668;Consumer Non-Durables;Beverages (Production/Distribution)
KHC;The Kraft Heinz Company Common Stock;$37.40;-0.09;-0.24%;45824779539.00;United States;;1237252;Consumer Non-Durables;Farming/Seeds/Milling
KN;Knowles Corporation Common Stock;$21.58;0.23;1077%;1992815264.00;;2014;175432;Consumer Non-Durables;Consumer Electronics/Appliances
KO;Coca-Cola Company (The) Common Stock;$56.73;0.01;0.018%;245040709988.00;United States;;2905333;Consumer Non-Durables;Beverages (Production/Distribution)
KOF;Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares);$53.91;-0.02;-0.037%;11325586714.00;Mexico;1993;13698;Consumer Non-Durables;Beverages (Production/Distribution)
KOSS;Koss Corporation Common Stock;$16.00;0.14;0.883%;146204720.00;United States;;79630;Consumer Non-Durables;Consumer Electronics/Appliances
KTOS;Kratos Defense & Security Solutions Inc. Common Stock;$21.74;0.11;0.509%;2695463140.00;United States;;191890;Consumer Non-Durables;Ordnance And Accessories
LANC;Lancaster Colony Corporation Common Stock;$162.52;0.37;0.228%;4474175600.00;United States;;16022;Consumer Non-Durables;Packaged Foods
LFVN;Lifevantage Corporation Common Stock (Delaware);$7.12;0.18;2594%;94292567.00;United States;;26918;Consumer Non-Durables;Farming/Seeds/Milling
LLL;JX Luxventure Limited Common Stock;$2.91;-0.02;-0.683%;7540680.00;China;2013;95802;Consumer Non-Durables;Apparel
LNDC;Landec Corporation Common Stock (DE);$9.55;-0.12;-1241%;281359331.00;United States;1996;7387;Consumer Non-Durables;Farming/Seeds/Milling
LSF;Laird Superfood Inc. Common Stock;$18.945;1.265;7155%;170513165.00;;2020;31908;Consumer Non-Durables;Specialty Foods
LW;Lamb Weston Holdings Inc. Common Stock ;$58.08;-0.50;-0.854%;8483652730.00;;2016;720954;Consumer Non-Durables;Specialty Foods
LWAY;Lifeway Foods Inc. Common Stock;$5.75;0.07;1232%;88750882.00;United States;;2100;Consumer Non-Durables;Specialty Foods
LWLG;Lightwave Logic Inc. Common Stock;$13.06;0.36;2835%;1412002757.00;United States;;209234;Consumer Non-Durables;Plastic Products
MAT;Mattel Inc. Common Stock;$22.84;0.28;1241%;8001793990.00;United States;;2450383;Consumer Non-Durables;Recreational Products/Toys
MBUU;Malibu Boats Inc. Class A Common Stock;$71.83;-1.00;-1373%;1496914717.00;United States;2014;40246;Consumer Non-Durables;Recreational Products/Toys
MCFT;MasterCraft Boat Holdings Inc. Common Stock;$29.50;0.60;2076%;561168706.00;United States;2015;60573;Consumer Non-Durables;Recreational Products/Toys
MDLZ;Mondelez International Inc. Class A Common Stock;$62.375;-0.355;-0.566%;87011386734.00;United States;;1503432;Consumer Non-Durables;Meat/Poultry/Fish
MGPI;MGP Ingredients Inc.;$69.835;-0.155;-0.221%;1533876611.00;United States;;127366;Consumer Non-Durables;Beverages (Production/Distribution)
MITC;MeaTech 3D Ltd. American Depositary Shares;$7.88;-0.32;-3902%;97652191.00;Israel;2021;30941;Consumer Non-Durables;Packaged Foods
MKC;McCormick & Company Incorporated Common Stock;$81.64;-0.67;-0.814%;21823808374.00;United States;;206803;Consumer Non-Durables;Farming/Seeds/Milling
MMMB;MamaMancini's Holdings Inc. Common Stock;$2.4001;-0.0299;-1.23%;85743553.00;United States;;27027;Consumer Non-Durables;Farming/Seeds/Milling
MNST;Monster Beverage Corporation;$92.53;0.55;0.598%;48961242311.00;United States;;418449;Consumer Non-Durables;Beverages (Production/Distribution)
MO;Altria Group Inc.;$45.06;0.31;0.693%;82774716319.00;United States;;1579930;Consumer Non-Durables;Farming/Seeds/Milling
MOV;Movado Group Inc. Common Stock;$38.105;2.115;5877%;878058431.00;United States;;121988;Consumer Non-Durables;Consumer Specialties
MPX;Marine Products Corporation Common Stock;$12.96;-0.04;-0.308%;440537020.00;United States;;28719;Consumer Non-Durables;Recreational Products/Toys
MSN;Emerson Radio Corporation Common Stock;$1.1205;-0.0295;-2565%;23578292.00;United States;;11370;Consumer Non-Durables;Consumer Electronics/Appliances
NAII;Natural Alternatives International Inc. Common Stock;$14.05;-0.07;-0.496%;89429444.00;United States;;9426;Consumer Non-Durables;Food Distributors
NAPA;The Duckhorn Portfolio Inc. Common Stock;$19.83;0.11;0.558%;2281377905.00;;2021;106806;Consumer Non-Durables;Beverages (Production/Distribution)
NATR;Nature's Sunshine Products Inc. Common Stock;$17.54;0.35;2036%;346601134.00;United States;;28701;Consumer Non-Durables;Farming/Seeds/Milling
NBEV;NewAge Inc. Common Stock (Delaware);$1.4111;-0.0089;-0.627%;193021613.00;United States;;440816;Consumer Non-Durables;Beverages (Production/Distribution)
NKE;Nike Inc. Common Stock;$167.83;-0.43;-0.256%;265644297444.00;United States;;1710091;Consumer Non-Durables;Shoe Manufacturing
NLS;Nautilus Inc. Common Stock;$8.465;0.005;0.059%;263828630.00;United States;;409073;Consumer Non-Durables;Recreational Products/Toys
NOMD;Nomad Foods Limited Ordinary Shares;$25.42;-0.37;-1435%;4490424062.00;;2016;144100;Consumer Non-Durables;Specialty Foods
NPK;National Presto Industries Inc. Common Stock;$86.64;0.34;0.394%;609766948.00;United States;;2998;Consumer Non-Durables;Military/Government/Technical
NTCO;Natura &Co Holding S.A. American Depositary Shares ;$15.20;0.49;3331%;10482411477.00;;2020;221256;Consumer Non-Durables;Package Goods/Cosmetics
NUZE;NuZee Inc. Common Stock;$6.20;4.19;208458%;110486418.00;United States;;35619845;Consumer Non-Durables;Farming/Seeds/Milling
NWL;Newell Brands Inc. Common Stock;$24.33;0.22;0.912%;10349982000.00;United States;;310607;Consumer Non-Durables;Plastic Products
OXM;Oxford Industries Inc. Common Stock;$102.585;1.075;1059%;1733184141.00;United States;;9476;Consumer Non-Durables;Apparel
PEP;PepsiCo Inc. Common Stock;$163.1001;-0.9399;-0.573%;225510833269.00;United States;;878494;Consumer Non-Durables;Beverages (Production/Distribution)
PETZ;TDH Holdings Inc. Common Shares;$6.185;0.075;1227%;283582219.00;China;2017;2614360;Consumer Non-Durables;Packaged Foods
PFGC;Performance Food Group Company Common Stock;$48.00;-0.54;-1112%;7406619936.00;United States;2015;391741;Consumer Non-Durables;Food Distributors
PG;Procter & Gamble Company (The) Common Stock;$146.7399;-0.0801;-0.055%;355102900965.00;United States;;1473540;Consumer Non-Durables;Package Goods/Cosmetics
PII;Polaris Inc. Common Stock;$120.13;0.35;0.292%;7289699949.00;United States;;168966;Consumer Non-Durables;Recreational Products/Toys
PLBY;PLBY Group Inc. Common Stock;$32.4262;13.462;4331%;1334676854.00;United States;2020;265535;Consumer Non-Durables;Recreational Products/Toys
PLIN;China Xiangtai Food Co. Ltd. Ordinary Shares;$1.46;0.07;5036%;34885279.00;China;2019;455567;Consumer Non-Durables;Meat/Poultry/Fish
PM;Philip Morris International Inc Common Stock;$95.00;0.62;0.657%;147898629600.00;United States;;868264;Consumer Non-Durables;Farming/Seeds/Milling
POOL;Pool Corporation Common Stock;$548.40;21.88;4156%;21984243296.00;United States;1995;144051;Consumer Non-Durables;Recreational Products/Toys
POSH;Poshmark Inc. Class A Common Stock;$18.825;1.405;8065%;1435387444.00;United States;2021;2900615;Consumer Non-Durables;Department/Specialty Retail Stores
POST;Post Holdings Inc. Common Stock;$105.89;-0.37;-0.348%;6745962291.00;United States;2012;36296;Consumer Non-Durables;Specialty Foods
PPC;Pilgrim's Pride Corporation Common Stock;$28.68;0.64;2282%;6988613971.00;United States;;119294;Consumer Non-Durables;Meat/Poultry/Fish
PRMW;Primo Water Corporation Common Stock;$19.155;0.245;1296%;3066691116.00;Canada;;137292;Consumer Non-Durables;Soft Drinks
RCKY;Rocky Brands Inc. Common Stock;$42.49;-0.63;-1461%;309983033.00;United States;1993;9625;Consumer Non-Durables;Shoe Manufacturing
REAL;The RealReal Inc. Common Stock;$15.87;0.66;4339%;1466194640.00;United States;2019;1190698;Consumer Non-Durables;Consumer Specialties
REED;Reeds Inc. Common Stock;$0.5518;-0.018;-3159%;51685922.00;United States;;1247783;Consumer Non-Durables;Beverages (Production/Distribution)
RENT;Rent the Runway Inc. Class A Common Stock;$17.56;0.47;2.75%;1103973898.00;United States;2021;323580;Consumer Non-Durables;Department/Specialty Retail Stores
REV;Revlon Inc. New Common Stock;$14.76;0.08;0.545%;792018235.00;United States;1996;37774;Consumer Non-Durables;Package Goods/Cosmetics
RGF;The Real Good Food Company Inc. Class A Common Stock;$9.545;0.035;0.368%;57294578.00;United States;2021;61954;Consumer Non-Durables;Food Distributors
RIBT;RiceBran Technologies Common Stock;$0.5197;0.0066;1286%;26491008.00;United States;;413069;Consumer Non-Durables;Specialty Foods
RL;Ralph Lauren Corporation Common Stock;$126.075;-0.195;-0.154%;9281267940.00;United States;1997;248166;Consumer Non-Durables;Apparel
RLX;RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share;$4.6001;0.2001;4548%;7225793701.00;;2021;3633045;Consumer Non-Durables;Farming/Seeds/Milling
RMCF;Rocky Mountain Chocolate Factory Inc. Common Stock;$9.00;-0.075;-0.826%;55148229.00;United States;;2359;Consumer Non-Durables;Specialty Foods
SAM;Boston Beer Company Inc. (The) Common Stock;$466.19;-4.27;-0.908%;5725568428.00;United States;;96821;Consumer Non-Durables;Beverages (Production/Distribution)
SBEV;Splash Beverage Group Inc. (NV) Common Stock;$1.90;-0.02;-1042%;57915640.00;;2021;35719;Consumer Non-Durables;Beverages (Production/Distribution)
SCL;Stepan Company Common Stock;$127.43;0.51;0.402%;2856444884.00;United States;;7124;Consumer Non-Durables;Package Goods/Cosmetics
SENEA;Seneca Foods Corp. Class A Common Stock;$54.06;0.00;0.00%;480658650.00;United States;;377;Consumer Non-Durables;Packaged Foods
SENEB;Seneca Foods Corp. Class B Common Stock;$54.43;0.00;0.00%;483948397.00;United States;;20;Consumer Non-Durables;Packaged Foods
SFIX;Stitch Fix Inc. Class A Common Stock;$34.02;0.45;1.34%;3644515823.00;United States;2017;441516;Consumer Non-Durables;Apparel
SFM;Sprouts Farmers Market Inc. Common Stock;$24.01;-0.05;-0.208%;2695328218.00;United States;2013;558952;Consumer Non-Durables;Specialty Foods
SHOO;Steven Madden Ltd. Common Stock;$49.82;-0.01;-0.02%;4054998812.00;United States;1993;90642;Consumer Non-Durables;Shoe Manufacturing
SJM;J.M. Smucker Company (The) New Common Stock;$126.59;-1.02;-0.799%;13717105173.00;United States;;149827;Consumer Non-Durables;Packaged Foods
SKIN;The Beauty Health Company Class A Common Stock;$23.935;-1.295;-5133%;3193387403.00;United States;2020;1938703;Consumer Non-Durables;Package Goods/Cosmetics
SKX;Skechers U.S.A. Inc. Common Stock;$47.56;0.12;0.253%;7411807472.00;United States;1999;146336;Consumer Non-Durables;Shoe Manufacturing
SMPL;The Simply Good Foods Company Common Stock;$39.71;-0.03;-0.075%;3805606262.00;United States;;39907;Consumer Non-Durables;Packaged Foods
SNAX;Stryve Foods Inc. Class A Common Stock;$5.50;0.09;1664%;45195266.00;United States;2019;7650;Consumer Non-Durables;Specialty Foods
SNAXW;Stryve Foods Inc. Warrant;$0.80;0.01;1266%;0.00;United States;2019;14360;Consumer Non-Durables;Specialty Foods
SONY;Sony Group Corporation American Depositary Shares ;$121.505;0.055;0.045%;150698279993.00;Japan;;179334;Consumer Non-Durables;Consumer Electronics/Appliances
SOVO;Sovos Brands Inc. Common Stock;$15.58;0.69;4634%;1571905882.00;United States;2021;107012;Consumer Non-Durables;Specialty Foods
SPTN;SpartanNash Company Common Stock;$25.215;0.815;3.34%;906182949.00;United States;;235621;Consumer Non-Durables;Food Distributors
STZ;Constellation Brands Inc. Common Stock;$223.49;1.15;0.517%;41901182892.00;United States;;185268;Consumer Non-Durables;Beverages (Production/Distribution)
SWBI;Smith & Wesson Brands Inc. Common Stock;$22.22;0.37;1693%;1067758258.00;United States;;225869;Consumer Non-Durables;Ordnance And Accessories
SYY;Sysco Corporation Common Stock;$77.88;-0.67;-0.853%;39896013058.00;United States;;509265;Consumer Non-Durables;Food Distributors
TAP;Molson Coors Beverage Company Class B Common Stock;$46.91;0.87;1.89%;10178055054.00;Canada;;326418;Consumer Non-Durables;Beverages (Production/Distribution)
TDUP;ThredUp Inc. Class A Common Stock;$19.60;0.49;2564%;1896891254.00;United States;2021;491816;Consumer Non-Durables;Department/Specialty Retail Stores
